loan_status,total_rec_prncp,sub_grade,emp_length,title,delinq_2yrs,loan_amnt,emp_title,inq_last_6mths,pub_rec,open_acc_6m,il_util,total_bc_limit,annual_inc,zip_code,addr_state,dti,mo_sin_old_il_acct,tot_coll_amt,inq_fi,total_cu_tl,bc_util,mort_acc,earliest_cr_line,last_credit_pull_d
Paid,245.68,D4,10+ years,Debt consolidation,3,25000,General Manager,1,1,2,103,62400,190000,762xx,TX,10.4,121,0,1,0,35.3,2,Apr-1993,Feb-2018
Paid,276.65,A3,10+ years,Debt consolidation,1,11000,Police Officer,1,0,1,86,61600,68000,445xx,OH,16.61,152,572,1,4,9.1,3,Aug-1994,Feb-2018
Paid,249.16,A4,10+ years,Debt consolidation,0,18000,supervisor,0,0,0,18,134500,134426,700xx,LA,10.61,143,0,1,1,11.4,3,Dec-1977,Feb-2018
Paid,1050.94,B3,2 years,Credit card refinancing,0,22000,Plumbing Technician,2,0,2,90,50500,120000,301xx,GA,16.04,91,0,2,0,2.1,0,Jan-2005,Feb-2018
Paid,696.54,B5,5 years,Debt consolidation,0,30000,DEC Assessor/Mental Health Professional,0,0,0,92,14700,96000,540xx,WI,12.71,173,0,3,2,85,1,Jun-2001,Feb-2018
Paid,196.17,A3,2 years,Debt consolidation,0,7800,meat department,0,0,0,59,31400,36000,853xx,AZ,4.38,10,2055,1,0,19,0,Sep-2012,Feb-2018
Paid,186.85,A4,10+ years,Debt consolidation,0,7500,Teacher,0,0,1,17,23000,59000,951xx,CA,21.91,156,0,1,5,33.4,0,Apr-1991,Feb-2018
Paid,314.38,A3,3 years,Credit card refinancing,0,12500,Teacher,0,0,1,101,16500,45000,605xx,IL,21.39,130,0,1,0,23.1,0,Feb-2007,Feb-2018
Paid,600.95,D5,10+ years,Credit card refinancing,1,30000,School business administrator,0,0,0,89,71100,95000,027xx,MA,25.56,140,0,0,0,73.2,0,Nov-2004,Feb-2018
Paid,281.55,C2,10+ years,Credit card refinancing,0,24000,Operations Research Analyst,0,0,1,63,73900,128400,189xx,PA,34.24,172,0,3,0,99.4,1,Apr-2001,Feb-2018
Paid,302.15,B4,8 years,Credit card refinancing,0,12800,Vendor Manager,1,0,2,80,33200,76000,850xx,AZ,21.24,125,1062,1,0,4.1,2,Apr-1979,Feb-2018
Paid,493.63,A5,NA,Debt consolidation,0,20000,NA,1,0,1,33,69600,65000,346xx,FL,21.71,124,98,1,2,40.9,2,Jul-1994,Feb-2018
Paid,306.86,B4,10+ years,Credit card refinancing,1,13000,Owner,0,1,2,57,16800,95000,020xx,MA,14.21,181,0,1,4,62.7,4,Nov-1996,Feb-2018
Paid,81.56,C2,4 years,Credit card refinancing,0,3600,Stylist,0,0,0,69,10800,48000,112xx,NY,11.03,88,0,2,0,35.5,0,Aug-2010,Feb-2018
Paid,603.59,A3,5 years,Other,0,24000,Oracle Database Admin,0,0,0,54,62000,120000,201xx,VA,10.08,31,0,0,0,20.9,0,Jul-2011,Feb-2018
Paid,34.91,C5,6 years,Medical expenses,1,1600,SFP-Director,1,0,0,66,8400,80000,902xx,CA,14.09,109,0,0,3,85.2,0,Jan-2008,Feb-2018
Paid,276.65,A3,1 year,Credit card refinancing,0,11000,Materials Engineer,0,0,2,89,71900,79000,210xx,MD,27.12,176,0,2,1,49.6,3,Dec-2000,Feb-2018
Paid,330.09,A2,1 year,Medical expenses,0,13000,Barista,0,0,0,47,14500,90000,750xx,TX,19.88,151,0,0,0,73.4,0,May-2003,Feb-2018
Paid,251.5,A3,1 year,Debt consolidation,0,10000,Assistant property manager,1,0,1,85,34200,50000,750xx,TX,16.25,135,0,3,1,1.2,0,Feb-2006,Feb-2018
Paid,705.6,C3,4 years,Debt consolidation,0,15600,Senior Auditor,2,0,1,97,28200,69500,217xx,MD,13.76,37,0,11,0,46.3,0,Jun-2010,Feb-2018
Paid,1110.94,B3,7 years,Debt consolidation,0,18000,Client Coordinator,1,0,0,39,31200,43000,334xx,FL,18.39,78,0,1,0,30.3,0,Jul-2001,Feb-2018
Paid,291.38,D3,5 years,Debt consolidation,0,14000,Social Work Case Manager II,2,1,1,55,9500,87500,952xx,CA,19.76,91,0,0,0,69.8,0,Dec-1999,Feb-2018
Paid,431.17,E5,NA,Credit card refinancing,0,26000,NA,1,0,1,72,13600,0,313xx,GA,NA,138,0,0,7,100.4,0,May-2001,Feb-2018
Paid,118.03,B4,10+ years,Debt consolidation,0,5000,Administrative Assistant,0,0,0,32,27600,70000,481xx,MI,26.85,58,0,2,3,95.4,1,Dec-2004,Feb-2018
Paid,493.63,A5,10+ years,Debt consolidation,0,20000,manager,0,0,0,26,17700,65000,371xx,TN,17.08,148,0,0,4,96.1,2,Jun-1994,Feb-2018
Paid,385.23,A1,2 years,Debt consolidation,0,15000,Shift Lead,0,0,0,NA,57000,40000,856xx,AZ,7.86,134,0,0,3,18.3,0,Jun-2004,Feb-2018
Paid,301.8,A3,5 years,Credit card refinancing,0,12000,Head Custodian,0,0,0,NA,13000,27000,805xx,CO,8.53,65,0,0,0,57.7,0,Jul-2012,Feb-2018
Paid,336.38,B2,10+ years,Credit card refinancing,0,26000,Director of Educational Technology,1,0,2,47,66200,105991,145xx,NV,31.31,173,0,2,2,29.4,2,Jul-2003,Feb-2018
Paid,94.02,E2,10+ years,Debt consolidation,0,10000,Assembly,2,1,3,99,24800,85000,641xx,MO,24.24,176,0,1,3,37,0,Mar-1998,Feb-2018
Paid,256.83,A1,6 years,Debt consolidation,0,10000,Dispatcher,1,0,4,78,121300,80000,212xx,MD,5.13,78,0,1,0,9.2,0,Feb-2011,Feb-2018
Paid,151.48,D3,3 years,Debt consolidation,1,15000,Delivery Driver,0,0,0,84,14200,60000,720xx,AR,18.64,173,0,2,0,11.5,1,Jul-2003,Feb-2018
Paid,231.14,A1,6 years,Debt consolidation,0,9000,Science Teacher,0,0,0,34,31500,67000,010xx,MA,6.3,135,0,0,1,8.9,0,Oct-2002,Feb-2018
Paid,109.79,C5,3 years,Credit card refinancing,0,10000,Police Officer,2,1,2,72,7000,75000,761xx,TX,22.38,84,0,7,4,46.7,2,Oct-2010,Feb-2018
Paid,207.32,A5,10+ years,Debt consolidation,0,8400,Pastor,0,0,1,80,32600,44000,546xx,WI,39.2,253,0,2,3,22.1,0,Nov-1996,Feb-2018
Paid,270.59,C4,NA,Debt consolidation,0,24000,NA,0,0,1,NA,10200,40000,454xx,OH,14.67,161,104,1,0,78.5,2,Aug-1985,Dec-2017
Paid,55.54,A5,1 year,Credit card refinancing,0,2250,Technician,0,0,0,62,2800,30000,270xx,NC,15.2,32,0,0,0,57.7,0,Dec-2013,Feb-2018
Paid,249.13,A4,2 years,Home improvement,0,10000,Tour Guide,0,0,1,45,31100,40000,209xx,MD,11.73,208,0,0,0,21.5,0,Aug-2000,Feb-2018
Paid,125.8,D4,6 years,Home improvement,0,12800,Mechanic,2,0,1,92,12700,120000,980xx,WA,31.45,220,0,1,3,60.3,2,Aug-1999,Feb-2018
Paid,196.56,D4,NA,Debt consolidation,1,20000,NA,0,0,1,14,15100,58560,917xx,CA,35.8,121,0,0,2,83.5,2,May-1987,Feb-2018
Paid,191.87,D1,4 years,Business,0,18000,Owner,3,0,3,97,12400,109992,223xx,VA,8.23,97,2453,9,0,0.9,0,Nov-2009,Feb-2018
Paid,614.91,D4,10+ years,Debt consolidation,0,30000,Teacher,0,0,0,129,42300,80000,606xx,IL,22.8,252,0,2,0,69.4,2,Dec-1996,Feb-2018
Paid,510.85,B3,8 years,Other,1,40000,Pharmacist,0,0,0,112,25900,162838,749xx,OK,14.24,163,0,0,1,15.4,3,Apr-1993,Feb-2018
Paid,203.14,A2,2 years,Debt consolidation,0,8000,Distribution Manager,0,0,0,46,44700,95000,707xx,LA,12.53,104,363,0,1,21.4,3,Oct-2007,Feb-2018
Paid,226.54,C2,3 years,Debt consolidation,0,10000,Audience Development Director,1,1,1,NA,10000,75000,600xx,IL,18.06,163,0,0,0,94.2,0,Apr-2001,Feb-2018
Paid,159.23,B5,5 years,Debt consolidation,0,13000,Csr,2,0,4,79,38100,32000,381xx,TN,14.73,89,0,0,4,10.3,1,Dec-2006,Feb-2018
Paid,594.54,B3,6 years,Debt consolidation,0,25000,Field Operations,1,2,2,93,5600,106000,711xx,LA,12.28,24,0,3,0,39.2,0,Jul-2010,Feb-2018
Paid,128.41,A1,10+ years,Vacation,0,5000,Wrapper operator,0,0,1,66,51700,60000,716xx,AR,29.39,180,0,1,7,22.6,3,Oct-1989,Feb-2018
Paid,755.35,B4,3 years,Credit card refinancing,0,32000,Operator,0,0,0,70,40000,150000,706xx,LA,23.26,139,0,0,2,63,3,Aug-2002,Feb-2018
Paid,181.13,B2,NA,Debt consolidation,0,14000,NA,0,0,2,NA,83100,135000,936xx,CA,9.83,149,0,2,1,59,3,Nov-1980,Dec-2017
Paid,459.76,B3,10+ years,Credit card refinancing,0,36000,Branch Manager,2,0,2,90,27200,168000,913xx,CA,9.22,151,0,2,1,28.9,2,Jan-1986,Feb-2018
Paid,147.26,C2,1 year,Debt consolidation,0,6500,Sales Support manager,0,1,0,NA,5100,93000,301xx,GA,0.35,NA,0,0,0,15,0,May-2007,Feb-2018
Paid,344.92,C1,10+ years,Debt consolidation,0,15000,machine operator,0,0,1,57,33800,50000,331xx,FL,23.36,62,0,2,0,40.2,0,Dec-2006,Feb-2018
Paid,490.86,C1,10+ years,Debt consolidation,1,20000,Fire Captain,0,0,0,51,60900,160000,928xx,CA,12.41,145,818,2,7,23.8,2,Nov-1990,Feb-2018
Paid,377.24,A3,NA,Debt consolidation,0,15000,NA,0,0,2,67,111500,88000,087xx,NJ,38.54,165,0,0,0,21.6,1,Jan-1982,Feb-2018
Paid,298.46,D1,8 years,Debt consolidation,1,28000,Carpenter,1,0,0,51,9300,103000,900xx,CA,25.52,145,0,1,1,88.8,0,Nov-2005,Feb-2018
Paid,87.99,E2,1 year,Car financing,0,10000,Optician,0,0,2,66,9500,35000,294xx,SC,17.08,23,212,2,0,52.8,0,Apr-2010,Feb-2018
Paid,242.37,D3,2 years,Major purchase,0,24000,Secretary,0,0,0,NA,1200,35360,275xx,NC,0.92,NA,0,0,0,7.3,0,Jan-2013,Feb-2018
Paid,251.5,A3,4 years,Debt consolidation,0,10000,RN,0,0,1,50,33300,55000,327xx,FL,9.73,22,938,0,1,24.7,2,Jul-2006,Feb-2018
Paid,740.43,A5,9 years,Debt consolidation,0,30000,Manger,2,0,0,NA,44200,59800,075xx,NJ,9.23,NA,0,3,0,45.3,0,Sep-2003,Jan-2018
Paid,1005.97,A3,5 years,Business,0,40000,GM,0,1,0,NA,31000,160000,926xx,CA,0.23,NA,0,0,0,4.4,0,Nov-2004,Feb-2018
Paid,628.74,A3,8 years,Other,0,25000,IT Manager,2,0,2,NA,85700,90000,981xx,WA,13.22,152,0,1,0,43.3,5,Nov-1999,Feb-2018
Paid,388.13,B2,3 years,Debt consolidation,1,30000,Is coordinator,0,0,0,82,46400,73000,016xx,MA,24.12,169,0,1,4,14.7,3,Dec-1995,Feb-2018
Paid,245.82,B2,7 years,Credit card refinancing,0,19000,Supervisor,0,1,0,95,25500,71000,992xx,WA,20.51,126,0,1,3,63.2,3,Apr-2004,Feb-2018
Paid,232.88,B2,< 1 year,Debt consolidation,0,18000,Marketing Manager,0,0,0,85,39100,65000,144xx,NY,19.18,161,0,1,1,7.5,2,Jul-2004,Feb-2018
Paid,285.39,B3,10+ years,Credit card refinancing,0,12000,MCSA,0,0,0,53,16500,60000,915xx,CA,16.6,200,0,0,1,81.1,0,Apr-1998,Feb-2018
Paid,116.09,B5,2 years,Other,1,5000,STORE MANAGER,1,0,2,75,5000,30000,782xx,TX,22.16,150,0,0,2,58.4,1,Mar-2004,Feb-2018
Paid,459.76,B3,10+ years,Debt consolidation,0,36000,Secretary,0,0,1,82,84000,103680,735xx,OK,12.44,174,0,3,6,27.1,2,Oct-1997,Feb-2018
Paid,190.25,B3,5 years,Home improvement,0,8000,RT,1,0,1,84,8900,70000,293xx,SC,14.54,28,0,1,2,0,2,Nov-2009,Feb-2018
Paid,996.5,A4,3 years,Home improvement,0,40000,Tax Manager,0,0,0,NA,51500,75000,238xx,VA,11.81,266,0,0,0,49.4,2,Mar-1991,Feb-2018
Paid,535.44,C4,10+ years,Debt consolidation,0,24175,Owner,1,0,0,66,3500,76000,553xx,MN,21.87,153,0,1,1,84.9,4,Jul-2004,Feb-2018
Paid,334.86,C4,4 years,Debt consolidation,0,29700,"VP, PM and Editorial Services",0,0,0,69,13400,155000,189xx,PA,20.85,164,0,0,3,98,2,Oct-2002,Feb-2018
Paid,1027.27,A1,6 years,Major purchase,0,40000,"Manager, Program Contracts",0,0,4,NA,136000,155000,751xx,TX,6.4,155,0,0,2,10.2,10,Mar-2001,Feb-2018
Paid,90.54,A3,10+ years,Debt consolidation,0,3600,Program Analyst,0,0,1,62,18200,68000,967xx,HI,22.54,195,0,1,5,1.9,0,Sep-2001,Feb-2018
Paid,1000.86,D4,1 year,Other,0,24000,driver,3,1,3,NA,7700,72000,973xx,OR,3.4,143,1663,0,1,54.7,1,Oct-1990,Feb-2018
Paid,237.82,B3,1 year,Credit card refinancing,0,10000,Director,0,0,2,31,40400,90000,551xx,MN,14.01,194,0,0,0,36.4,0,Mar-2001,Feb-2018
Paid,72.42,B1,10+ years,Medical expenses,0,3000,Server,1,0,1,76,11900,35000,961xx,CA,20.37,44,0,0,2,1.9,0,Apr-2014,Feb-2018
Paid,638.76,D2,7 years,Debt consolidation,0,15000,Training Specialist,1,1,0,68,20300,42000,973xx,OR,23.77,153,1026,1,1,40.2,0,Sep-2000,Feb-2018
Paid,524.24,B1,< 1 year,Debt consolidation,0,40000,VP Data Services,0,0,0,50,48200,160000,721xx,AR,17.12,184,0,2,0,79.8,4,Jan-2001,Feb-2018
Paid,216.77,C1,1 year,Debt consolidation,0,18000,Security Site Supervisor,0,1,3,77,17000,65000,954xx,CA,23.86,28,0,4,5,14.2,2,May-1993,Feb-2018
Paid,226.54,C2,10+ years,Other,0,10000,Cleaning Tech,1,1,1,NA,5200,42000,531xx,WI,3.86,91,0,1,0,42.6,0,Apr-2010,Feb-2018
Paid,173.65,C3,NA,Credit card refinancing,0,15000,NA,0,0,0,NA,24100,30000,149xx,NY,9.12,108,0,0,0,27.4,0,Dec-2008,Feb-2018
Paid,249.13,A4,5 years,Debt consolidation,0,10000,Consultant,0,0,0,61,16500,140000,337xx,FL,9.72,175,0,1,0,39.3,1,Nov-2002,Feb-2018
Paid,241.38,B1,10+ years,Debt consolidation,0,10000,Manager,0,1,0,NA,17000,126000,930xx,CA,4.02,NA,0,0,1,80.2,1,Oct-1988,Feb-2018
Paid,1141.44,A3,< 1 year,Credit card refinancing,0,9600,Resident Physician in Pathology,2,0,0,NA,33000,71492,021xx,MA,8.48,NA,0,0,0,52.3,0,Sep-2013,Feb-2018
Paid,348.28,B5,10+ years,Credit card refinancing,1,15000,Flight Attendant,1,1,2,115,24000,109000,806xx,CO,9.65,94,0,0,0,55.4,4,Sep-1996,Feb-2018
Paid,132.19,B4,10+ years,Major purchase,0,5600,Kitchen Manager,1,0,1,58,27900,80000,945xx,CA,25.91,142,0,1,0,69.6,0,May-1995,Feb-2018
Paid,363.17,D2,< 1 year,Debt consolidation,0,35000,Business Analyst,1,0,3,97,88500,80000,902xx,CA,10.74,113,0,0,2,35.7,0,Nov-1995,Feb-2018
Paid,108.15,A3,1 year,Credit card refinancing,0,4300,Merchandise Unloader,0,0,0,NA,13200,35000,900xx,CA,5.32,NA,0,0,0,26.3,0,Feb-2014,Feb-2018
Paid,494.64,C3,3 years,Debt consolidation,0,22000,Parish Life Coordinator,1,0,1,65,17800,69000,548xx,WI,32.73,181,0,0,25,92.6,3,Nov-2002,Feb-2018
Paid,237.82,B3,1 year,Debt consolidation,0,10000,Dispatch manager,0,0,0,NA,4300,50000,782xx,TX,5.21,77,0,0,0,93.2,0,Jul-2011,Feb-2018
Paid,7569.42,B1,10+ years,Debt consolidation,0,9000,Cable Installer,0,0,2,96,0,50000,445xx,OH,39.22,181,0,1,3,NA,1,Dec-1993,Dec-2017
Paid,118.03,B4,1 year,Major purchase,0,5000,Logistics Coordinator,0,0,0,104,7500,25000,032xx,NH,4.08,124,0,0,0,4,0,Aug-2007,Feb-2018
Paid,362.71,C5,2 years,Debt consolidation,1,16625,warehouse associate,0,0,1,41,13500,24440,335xx,FL,43.01,67,0,3,5,16,0,Oct-2010,Feb-2018
Paid,301.8,A3,5 years,Credit card refinancing,0,12000,Director,0,0,0,NA,84800,145000,940xx,CA,8.82,106,0,0,0,57.7,3,Mar-2001,Feb-2018
Paid,309.71,C2,6 years,Debt consolidation,0,26400,Software Designer,1,0,1,69,40000,86000,591xx,MT,30.65,126,25,0,0,35.6,2,Feb-2007,Feb-2018
Paid,224.93,C4,5 years,Debt consolidation,0,19950,Market quality,0,0,1,53,37400,73425,917xx,CA,24.74,143,0,1,3,54.9,6,Apr-1998,Feb-2018
Paid,50.08,D5,3 years,Other,0,2500,Cashier,0,0,4,NA,6200,26000,951xx,CA,32.13,27,0,0,0,52,1,Oct-1977,Feb-2018
Paid,308.18,A1,2 years,Debt consolidation,0,12000,Manager,0,0,0,35,96200,165000,773xx,TX,8.36,150,0,0,0,6.1,2,Aug-1989,Feb-2018
Paid,115.77,C3,NA,Credit card refinancing,0,10000,NA,1,0,1,76,7700,34725,254xx,WV,30.31,143,0,2,1,39.4,0,Jan-2006,Feb-2018
Paid,2500.48,A2,3 years,Major purchase,0,6000,BDC Manager,3,0,1,40,22000,54600,030xx,NH,3.93,118,0,1,2,6.6,0,Aug-2005,Feb-2018
Paid,325.06,B5,10+ years,Major purchase,1,14000,Plumber,0,0,1,41,10200,102000,216xx,MD,10.8,111,0,1,0,55.6,6,Feb-2006,Feb-2018
Paid,614.91,D4,10+ years,Debt consolidation,0,30000,Police Sgnt,0,0,0,82,41100,92375,863xx,AZ,27.66,114,0,1,2,75.6,4,Oct-2003,Feb-2018
Paid,641.33,B3,10+ years,Debt consolidation,0,25000,Registered Nurse,0,0,0,82,23400,80000,972xx,OR,18.96,245,0,0,2,98,4,Aug-1990,Feb-2018
Paid,348.78,A4,6 years,Credit card refinancing,0,14000,Teacher,0,0,1,68,15900,38300,280xx,NC,28.3,94,100,1,1,65.4,0,Nov-2006,Feb-2018
Paid,256.82,A1,10+ years,Debt consolidation,0,10000,VICE PRESIDENT,0,1,0,27,26400,80000,917xx,CA,17.24,155,0,0,0,40.1,0,Jan-2005,Feb-2018
Paid,18851.14,B1,2 years,Home improvement,0,35000,registered nurse,0,1,1,55,14500,100000,953xx,CA,4.96,81,0,2,3,44.7,1,Aug-2005,Feb-2018
Paid,246.81,A5,< 1 year,Credit card refinancing,0,10000,Financial representative,0,0,0,110,26200,62000,750xx,TX,26.16,135,0,1,4,38.7,0,Sep-2006,Feb-2018
Paid,291.17,C4,NA,Credit card refinancing,0,25825,NA,0,0,0,66,32800,77890,088xx,NJ,30.98,117,628,0,1,50.2,6,Feb-2007,Feb-2018
Paid,212.44,B4,2 years,Credit card refinancing,0,9000,Teacher,0,0,0,62,8800,25000,297xx,SC,23.96,17,187,1,0,46.5,0,Aug-2003,Feb-2018
Paid,225.56,A3,2 years,Credit card refinancing,0,2000,Scientist,0,0,0,78,40400,49000,600xx,IL,3.11,122,0,1,2,7.7,4,Mar-2005,Feb-2018
Paid,253.92,A2,5 years,Credit card refinancing,0,10000,Daytime Manager,0,0,1,NA,60500,50000,113xx,NY,7.62,NA,0,0,0,16.8,0,Apr-2013,Dec-2017
Paid,603.47,B1,NA,Credit card refinancing,2,25000,NA,0,0,0,68,35400,55000,640xx,MO,16.3,136,0,3,1,50,3,Aug-2004,Feb-2018
Paid,212.44,B4,< 1 year,Debt consolidation,0,9000,Electrician,1,0,2,75,12200,75000,146xx,NY,22.19,85,0,0,2,4.4,0,Nov-2010,Feb-2018
Paid,274.57,C1,10+ years,Debt consolidation,0,22800,Day Support Manager,0,1,0,85,9700,50000,245xx,VA,13.68,151,0,2,1,51.7,6,Mar-1999,Feb-2018
Paid,168.93,E2,10+ years,Debt consolidation,1,19200,Route Delivery,0,0,1,81,11400,60000,282xx,NC,22.35,50,980,0,0,30.7,1,Mar-2003,Feb-2018
Paid,187.7,C2,10+ years,Other,0,16000,Store Manager,0,1,1,83,15000,120000,331xx,FL,7.03,40,277,0,2,2.3,2,Apr-1999,Feb-2018
Paid,301.8,A3,2 years,Debt consolidation,0,12000,Executive Chef,0,0,1,65,28500,60000,982xx,WA,19.48,124,0,2,1,30.7,0,Apr-2001,Feb-2018
Paid,116.09,B5,5 years,Credit card refinancing,1,5000,makeup,0,0,1,NA,9500,12700,900xx,CA,14.18,45,0,0,0,33.7,0,Apr-2012,Feb-2018
Paid,398.6,A4,3 years,Debt consolidation,0,16000,Building Engineer,0,0,0,30,27200,80000,913xx,CA,24.62,152,0,0,0,75.6,0,Dec-2000,Feb-2018
Paid,129.66,C4,10+ years,Other,0,11500,Supervisor,1,1,1,81,1100,56000,458xx,OH,23.7,149,0,2,0,90.5,5,Aug-1994,Feb-2018
Paid,229.95,C1,2 years,Credit card refinancing,0,10000,Production - Data Entry,0,0,1,NA,7500,25000,957xx,CA,9.41,NA,0,0,0,76.8,0,Nov-2006,Feb-2018
Paid,237.82,B3,NA,Debt consolidation,1,10000,NA,1,1,2,29,23400,15960,458xx,OH,59.85,98,0,0,2,0.7,0,Aug-2005,Dec-2017
Paid,208.97,B5,5 years,Credit card refinancing,0,9000,Practice coordinator,1,0,1,78,23800,32000,931xx,CA,16.21,124,0,0,0,36,0,Aug-2007,Feb-2018
Paid,177.19,C4,3 years,Credit card refinancing,0,8000,Driver,1,0,1,25,8500,65000,606xx,IL,10.42,41,0,1,0,51.7,0,Apr-2011,Feb-2018
Paid,253.92,A2,10+ years,Credit card refinancing,0,10000,Phlebotimist,0,1,0,22,27300,45000,029xx,RI,19.97,48,0,0,0,31.5,5,Jul-1995,Feb-2018
Paid,321.85,D1,1 year,Debt consolidation,2,15000,School Teacher,0,1,0,49,9500,56000,762xx,TX,21.95,127,113,1,1,86.8,0,Feb-1982,Feb-2018
Paid,265.78,C4,2 years,Credit card refinancing,0,12000,Client Success Manager,1,1,2,80,13500,110000,840xx,UT,10.02,45,0,0,1,90,1,Jun-2008,Feb-2018
Paid,1029.55,A1,3 years,Debt consolidation,0,20000,Product Owner,0,0,1,56,30600,77000,480xx,MI,19.89,144,0,1,0,74.5,1,Dec-2005,Feb-2018
Paid,82.62,B4,4 years,Other,0,3500,Production,0,0,0,28,0,30000,479xx,IN,24.76,128,6495,1,1,NA,4,Jul-1999,Feb-2018
Paid,156.55,C1,NA,Other,0,13000,NA,2,1,2,NA,37100,67000,322xx,FL,1.92,182,0,1,0,3.2,0,Oct-1981,Feb-2018
Paid,337.25,C3,5 years,Debt consolidation,0,15000,Night Warehouse Supervisor,1,0,1,81,10700,53250,781xx,TX,19.34,172,500,2,6,79.1,1,Aug-2003,Feb-2018
Paid,127.06,A4,1 year,Home improvement,0,5100,Senior Financial Analyst,0,0,1,84,47200,90000,532xx,WI,34.17,135,0,5,6,8,2,Jun-2006,Feb-2018
Paid,59.46,B3,10+ years,Other,1,2500,CNA,0,0,0,NA,2600,27600,770xx,TX,29.39,129,448,0,0,36.6,0,Mar-2007,Feb-2018
Paid,482.81,A1,5 years,Credit card refinancing,0,18800,Account Manager,0,0,0,59,53600,75000,027xx,MA,27.51,148,0,1,0,2.1,0,May-1983,Feb-2018
Paid,901.12,A4,6 years,Debt consolidation,0,22925,Director of Process Improvement,1,0,2,83,75100,112000,606xx,IL,16.69,119,0,1,0,22.9,0,Jun-2003,Feb-2018
Paid,306.86,B4,< 1 year,Credit card refinancing,0,13000,Office Assistant,2,0,3,NA,22400,28600,797xx,TX,16.45,57,0,0,0,38.7,0,May-2011,Feb-2018
Paid,406.27,A2,10+ years,Credit card refinancing,0,16000,maint. tech 3,0,0,1,69,41100,55000,301xx,GA,21.93,113,0,0,3,5.1,3,Oct-1998,Feb-2018
Paid,634.79,A2,1 year,Medical expenses,0,25000,Houseman/Bil Elementary Teacher-32 years,0,0,0,47,39900,65000,782xx,TX,19.83,137,0,2,8,20.6,3,Jun-1996,Feb-2018
Paid,113.28,C2,4 years,Credit card refinancing,0,5000,Technician/ surgical coordinator,0,0,2,76,18300,45000,083xx,NJ,32.56,132,0,0,0,38.3,0,Dec-2006,Feb-2018
Paid,148.97,B2,3 years,Vacation,0,1000,Store manager,0,0,0,61,35200,100000,411xx,KY,18.73,159,0,1,2,60.3,1,Sep-2004,Feb-2018
Paid,742.98,B5,10+ years,Debt consolidation,0,32000,medical physicist,2,0,3,65,15800,180000,913xx,CA,12.95,170,0,0,0,65,0,Oct-2003,Feb-2018
Paid,124.52,D2,NA,Debt consolidation,0,12000,NA,1,1,1,NA,5800,41098,497xx,MI,12.03,147,52,0,2,95.6,2,Aug-1989,Feb-2018
Paid,104.07,D3,4 years,Debt consolidation,0,5000,Manager,0,0,0,94,4500,47500,604xx,IL,10.54,40,0,3,0,97.3,2,May-2012,Feb-2018
Paid,567.24,C5,10+ years,Credit card refinancing,0,26000,mri tech,0,0,0,33,35800,100000,891xx,NV,34.37,138,0,3,0,89.7,1,Jan-2003,Feb-2018
Paid,263.96,E2,6 years,Credit card refinancing,0,30000,Lab tech,0,0,1,67,15900,52000,070xx,NJ,12.72,166,283,0,0,56.6,0,Feb-2004,Feb-2018
Paid,59.9,B2,3 years,Debt consolidation,0,2500,Sales associate,0,0,0,101,6100,20000,660xx,KS,10.62,127,0,0,1,18,0,Apr-2007,Feb-2018
Paid,1005.97,A3,5 years,Major purchase,0,40000,Sales,2,1,1,NA,35200,90000,925xx,CA,4.15,141,0,2,6,25.9,1,Jan-1984,Feb-2018
Paid,179.87,C3,10+ years,Car financing,0,8000,Credit Coordinator,0,0,2,78,15900,49000,989xx,WA,20.72,144,0,1,0,49.8,3,Mar-1991,Feb-2018
Paid,109.79,C5,2 years,Debt consolidation,0,10000,HR Coordinator,0,0,0,63,10000,48000,114xx,NY,7.5,108,0,0,0,82.2,0,Nov-2005,Feb-2018
Paid,505.21,A2,8 years,Credit card refinancing,0,12000,Courier/Technician,0,0,0,NA,23800,35000,760xx,TX,6.69,NA,0,0,0,44.5,0,Aug-2007,Feb-2018
Paid,690.66,A2,< 1 year,Other,0,27200,Senior Developer,0,0,1,58,21500,100000,073xx,NJ,5.27,75,0,0,1,4.3,0,Sep-2007,Feb-2018
Paid,114.98,C1,2 years,Other,0,5000,EMT,1,0,1,92,0,60000,750xx,TX,5.58,114,0,1,0,NA,1,Jun-2008,Feb-2018
Paid,228.65,D1,NA,Debt consolidation,0,21450,NA,0,0,1,NA,3500,32000,021xx,MA,14.57,167,0,0,0,64.1,3,Jan-2004,Dec-2017
Paid,55.38,C4,< 1 year,Moving and relocation,0,2500,Analyst,0,0,1,124,13900,35000,597xx,MT,7.96,110,0,1,0,47.4,1,Oct-2008,Feb-2018
Paid,614.91,D4,10+ years,Debt consolidation,0,30000,National Director,0,0,0,65,43100,265000,253xx,WV,18.66,139,0,1,0,96.6,3,May-2000,Feb-2018
Paid,498.25,A4,1 year,Credit card refinancing,0,20000,Senior Frontend Developer,0,0,0,NA,32200,160000,100xx,NY,5.62,42,0,0,0,77.7,0,Nov-2009,Feb-2018
Paid,513.63,A1,6 years,Debt consolidation,0,20000,Medical transcriptionist,0,0,0,77,18800,50000,662xx,KS,31.2,68,0,0,0,62.1,0,Feb-1999,Feb-2018
Paid,244.31,D3,5 years,Debt consolidation,0,12000,warehouse associate,0,0,0,86,12500,30000,254xx,WV,12.52,141,528,0,1,42.6,0,Aug-1995,Feb-2018
